time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,train/entropy_loss,train/value_loss,train/clip_fraction,train/loss,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_range,train/approx_kl,train/learning_rate
1720,75.55,147968,0.9034999999999997,86,289,-0.8769202671945096,0.04319378266809508,0.1830078125,-0.050198689103126526,-0.040845595044083895,2880,0.3147922158241272,0.2,0.024952814,0.0003
1721,73.93,148480,0.9802999999999997,86,290,-0.9475897543132306,0.03927693859441206,0.1783203125,-0.05228344723582268,-0.03885737697128207,2890,0.756116509437561,0.2,0.021272548,0.0003
1723,76.13,148992,0.9265999999999999,86,291,-0.6697001300752163,0.02083434704109095,0.1427734375,-0.04926697909832001,-0.032630527659785004,2900,0.8820894360542297,0.2,0.021531835,0.0003
1725,75.31,149504,0.9617999999999998,86,292,-0.6564120765775442,0.029305566969560458,0.143359375,-0.0228566974401474,-0.033243697322905066,2910,0.7257733345031738,0.2,0.024474312,0.0003
1727,76.85,150016,0.9270999999999998,86,293,-0.7526920013129711,0.040524130628909916,0.1857421875,-0.04529974237084389,-0.03742408490506932,2920,0.3262132406234741,0.2,0.02533499,0.0003
1729,78.21,150528,0.9068999999999998,87,294,-0.8379062160849571,0.04570826068520546,0.1802734375,-0.030203230679035187,-0.03622097806073725,2930,0.4743986129760742,0.2,0.021546321,0.0003
1731,81.14,151040,0.8637999999999999,87,295,-0.730373103916645,0.04531747620785609,0.1755859375,-0.040834732353687286,-0.03984634849475697,2940,0.5690771341323853,0.2,0.020773705,0.0003
1732,81.86,151552,0.8603999999999999,87,296,-0.6805485166609287,0.04365970124490559,0.141796875,-0.05980876088142395,-0.032318705483339726,2950,0.6833825707435608,0.2,0.020629019,0.0003
1734,81.47,152064,0.9064999999999999,87,297,-0.9077831372618675,0.023282823903718962,0.2140625,-0.07596777379512787,-0.04449330177158117,2960,0.7260375022888184,0.2,0.029818853,0.0003
1736,84.12,152576,0.8225,87,298,-0.5645453061908483,0.04264607636723668,0.13203125,-0.018753940239548683,-0.031377638876438144,2970,0.5561240911483765,0.2,0.017782692,0.0003
1738,83.07,153088,0.8921999999999997,88,299,-0.46589981094002725,0.04807605729438365,0.105078125,-0.03487761318683624,-0.0214716098154895,2980,0.040058135986328125,0.2,0.01482263,0.0003
1740,81.19,153600,0.9329999999999998,88,300,-0.5917684808373451,0.02158279123250395,0.14765625,-0.041885923594236374,-0.03737418078817427,2990,0.5350674390792847,0.2,0.02393325,0.0003
1742,82.19,154112,0.9318999999999997,88,301,-0.8879309237003327,0.015176863875240088,0.21015625,-0.06021071597933769,-0.049359775800257924,3000,0.21186965703964233,0.2,0.030872272,0.0003
1744,82.39,154624,0.9420999999999999,88,302,-0.6023125633597374,0.0437902407371439,0.1453125,-0.04785219207406044,-0.0326280826702714,3010,0.4236918091773987,0.2,0.022013813,0.0003
1745,85.07,155136,0.8830999999999998,88,303,-0.5443997610360384,0.03502125496743247,0.1318359375,-0.038690872490406036,-0.029438705067150295,3020,0.7276016473770142,0.2,0.027535502,0.0003
1747,82.79,155648,0.8893999999999997,89,304,-0.6556062739342451,0.04704548482550308,0.144921875,-0.03181342035531998,-0.035865443479269746,3030,0.7717137336730957,0.2,0.023085888,0.0003
1749,83.13,156160,0.9934999999999996,89,305,-0.654728651791811,0.0446424858411774,0.1185546875,-0.035153768956661224,-0.023871292546391486,3040,0.02099764347076416,0.2,0.0138392,0.0003
1751,85.22,156672,1.019,89,306,-0.9289838820695877,0.05778673521708697,0.193359375,-0.04118576645851135,-0.03567699890118092,3050,0.025171399116516113,0.2,0.023894949,0.0003
1753,81.24,157184,1.1071999999999997,89,307,-0.7169037152081728,0.021074003423564136,0.1462890625,-0.04018209129571915,-0.03383439432363957,3060,0.6941564083099365,0.2,0.018383909,0.0003
1754,82.44,157696,1.0554,89,308,-0.517477947473526,0.02172851253999397,0.1255859375,-0.06065904349088669,-0.03183637000620365,3070,-0.7542670965194702,0.2,0.022200108,0.0003
1756,79.99,158208,1.1164999999999998,90,309,-0.7111020341515542,0.03226934252306819,0.18515625,-0.030721627175807953,-0.03989711673930287,3080,0.6664385199546814,0.2,0.025057245,0.0003
1758,78.33,158720,1.1452999999999998,90,310,-0.7195524636656045,0.018578625383088365,0.1875,-0.07402051240205765,-0.04094006691593677,3090,0.8606151938438416,0.2,0.027654236,0.0003
1760,75.97,159232,1.2147999999999999,90,311,-0.6680723082274198,0.0167039790074341,0.162890625,-0.0223851278424263,-0.027401965972967447,3100,0.5643746852874756,0.2,0.017507773,0.0003
1762,77.18,159744,1.2115999999999998,90,312,-0.4902017191052437,0.018973009113688023,0.13203125,-0.05009034276008606,-0.032754842191934586,3110,0.6053956151008606,0.2,0.021704428,0.0003
1764,78.07,160256,1.1723,90,313,-0.3902903009206057,0.03183351659681648,0.0833984375,-0.032287586480379105,-0.01816631780238822,3120,0.10092884302139282,0.2,0.010493067,0.0003
1766,78.94,160768,1.1572000000000002,91,314,-0.7069670893251896,0.04482564979698509,0.159375,-0.03771264851093292,-0.03478670994518325,3130,0.655853271484375,0.2,0.018272147,0.0003
1768,80.8,161280,1.1239999999999997,91,315,-0.6447058960795402,0.014360389675130137,0.1583984375,-0.057518646121025085,-0.032596392650157215,3140,0.8212356567382812,0.2,0.021458311,0.0003
1770,78.73,161792,1.1015999999999997,91,316,-0.5395138066262006,0.039430803572759035,0.108984375,-0.020366303622722626,-0.025758127786684782,3150,0.33826231956481934,0.2,0.014287842,0.0003
1772,76.98,162304,1.1050999999999995,91,317,-0.4475337818264961,0.05434100362472236,0.1025390625,-0.028876304626464844,-0.022537324018776415,3160,0.1912716031074524,0.2,0.012219662,0.0003
1773,75.96,162816,1.1792999999999996,91,318,-0.49883353188633917,0.026945971214445308,0.132421875,-0.034681472927331924,-0.03129542553797364,3170,0.6160259246826172,0.2,0.027257122,0.0003
1775,77.7,163328,1.1544999999999999,91,319,-0.6385376788675785,0.020166927500395105,0.1556640625,-0.06492558121681213,-0.03431065313052386,3180,0.7183799743652344,0.2,0.01739566,0.0003
1777,77.25,163840,1.1629999999999998,92,320,-0.4916832711547613,0.031193717767018826,0.1021484375,-0.03109756112098694,-0.025160474935546517,3190,0.5917222499847412,0.2,0.019273957,0.0003
1779,75.51,164352,1.1887999999999999,92,321,-0.5770708978176117,0.022602777229622006,0.130078125,-0.0702228844165802,-0.03560175932943821,3200,0.6867092251777649,0.2,0.01789486,0.0003
1781,78.37,164864,1.1517999999999995,92,322,-0.5853599965572357,0.017194600793300197,0.1560546875,-0.056281883269548416,-0.03730259092990309,3210,0.39537519216537476,0.2,0.020705763,0.0003
1783,78.94,165376,1.0655999999999997,92,323,-0.45964870378375056,0.025732701469678432,0.141015625,-0.042447689920663834,-0.030537973041646183,3220,0.3959956169128418,0.2,0.021477548,0.0003
1785,79.91,165888,1.065,92,324,-0.5430537033826113,0.03330593202845193,0.1515625,-0.06920601427555084,-0.030068243783898652,3230,0.6476308703422546,0.2,0.024351351,0.0003
1786,81.44,166400,0.9986999999999999,93,325,-0.4696266114711761,0.04046182401943952,0.1232421875,-0.03125137835741043,-0.025236304756253956,3240,0.6444092988967896,0.2,0.017803313,0.0003
1788,81.99,166912,0.9765999999999997,93,326,-0.6454865846782922,0.033066033688373866,0.1806640625,-0.07152765244245529,-0.035348273976705966,3250,0.004551827907562256,0.2,0.036721043,0.0003
1790,81.08,167424,0.8891999999999999,93,327,-0.6381738994270563,0.028033299319213258,0.1759765625,-0.042997367680072784,-0.040445316955447196,3260,0.7274359464645386,0.2,0.031497676,0.0003
1792,77.24,167936,0.9608999999999998,93,328,-0.5647081442177295,0.04979027960216627,0.150390625,-0.04968622326850891,-0.033243802725337446,3270,0.6352782249450684,0.2,0.030595953,0.0003
1794,75.17,168448,0.9662999999999997,93,329,-0.5825578227639199,0.028943542996421455,0.1263671875,-0.05520622432231903,-0.02967338226735592,3280,0.7563744783401489,0.2,0.022333935,0.0003
1796,77.57,168960,0.8833999999999997,94,330,-0.561749242991209,0.041674052155576645,0.1361328125,-0.04213526099920273,-0.0326885815244168,3290,0.6878710389137268,0.2,0.017588785,0.0003
1798,79.3,169472,0.9365999999999997,94,331,-0.8700036361813546,0.028476960118860008,0.215625,-0.06332048773765564,-0.04118019477464259,3300,0.6282504200935364,0.2,0.03262373,0.0003
1799,80.56,169984,0.9469999999999998,94,332,-0.6120032351464033,0.028521995234768838,0.16484375,-0.039011694490909576,-0.03358537887688726,3310,0.6836423873901367,0.2,0.027123652,0.0003
1801,81.88,170496,0.9061999999999998,94,333,-0.6927094995975495,0.05654636555118486,0.13984375,-0.019813232123851776,-0.029596552602015436,3320,0.6014511585235596,0.2,0.01774931,0.0003
1803,81.81,171008,0.8609999999999998,94,334,-0.6314616415649652,0.021652797964634374,0.15234375,-0.04288134723901749,-0.029683125647716226,3330,0.8592268824577332,0.2,0.021706244,0.0003
1805,80.93,171520,0.8636999999999996,95,335,-0.6133474364876748,0.04226872200961225,0.1451171875,-0.052576694637537,-0.03225626300554722,3340,0.5469444394111633,0.2,0.033503667,0.0003
1807,80.9,172032,0.7618999999999998,95,336,-0.5429639548063279,0.05922105218051001,0.1154296875,-0.01756262592971325,-0.027892967755906283,3350,0.2904146909713745,0.2,0.02250966,0.0003
1809,82.28,172544,0.6489999999999999,95,337,-0.8020049408078194,0.052524126647040245,0.1943359375,-0.05520564690232277,-0.04341952110407874,3360,0.6533313989639282,0.2,0.032464623,0.0003
1810,77.9,173056,0.6392999999999999,95,338,-0.6322288043797016,0.05000063847983256,0.1361328125,-0.0230442825704813,-0.02551998433191329,3370,0.6214396953582764,0.2,0.023393735,0.0003
1812,77.64,173568,0.6473999999999998,95,339,-0.6245334658771753,0.07139302684227004,0.1802734375,-0.039108552038669586,-0.03438740391284227,3380,0.6611645221710205,0.2,0.034903023,0.0003
1814,75.27,174080,0.6470999999999998,95,340,-0.7403873942792416,0.043675375508610156,0.1939453125,-0.03713369742035866,-0.04877384450519458,3390,0.7397403717041016,0.2,0.03973735,0.0003
1816,76.08,174592,0.6591999999999999,96,341,-0.7399374067783355,0.020598086703103036,0.18203125,-0.03989236429333687,-0.03559307608520612,3400,0.9103540778160095,0.2,0.021315832,0.0003
1818,76.54,175104,0.7494999999999997,96,342,-0.6403479587286711,0.03766377067076974,0.14296875,-0.06103535741567612,-0.033020464924629775,3410,0.7079033255577087,0.2,0.027671196,0.0003
1820,76.84,175616,0.7771999999999997,96,343,-0.5420631326735019,0.033486148866359144,0.1486328125,-0.034696973860263824,-0.03209750666283071,3420,0.7379724979400635,0.2,0.054809798,0.0003
1822,71.69,176128,0.8937999999999997,96,344,-0.6396761327981949,0.030260884063318373,0.1880859375,-0.05441588908433914,-0.039023188431747256,3430,0.8004950284957886,0.2,0.10449232,0.0003
1823,68.18,176640,0.9146999999999997,96,345,-0.5918134238570929,0.03227215110091493,0.123046875,-0.04641093313694,-0.029091134399641304,3440,0.705560564994812,0.2,0.02010617,0.0003
1826,64.63,177152,0.9670999999999996,97,346,-0.8010622367262841,0.04659862010739744,0.187890625,-0.013951277360320091,-0.03504472591448575,3450,0.20862466096878052,0.2,0.035841875,0.0003
1828,66.68,177664,1.0195999999999998,97,347,-0.76413679048419,0.017933265212923287,0.226171875,-0.0745343416929245,-0.05039994632825255,3460,0.05256247520446777,0.2,0.077329054,0.0003
1830,66.75,178176,1.0539999999999996,97,348,-0.6913560919463635,0.010433146951254458,0.165625,-0.030008718371391296,-0.033940389310009776,3470,0.547779381275177,0.2,0.019089296,0.0003
1831,68.63,178688,1.0374999999999996,97,349,-0.7735829494893551,0.036639424186432734,0.1900390625,-0.04049205407500267,-0.05026887785643339,3480,0.17989468574523926,0.2,0.025914975,0.0003
1833,66.98,179200,1.0830999999999995,97,350,-1.020268189907074,0.05820606962079182,0.218359375,-0.04286295920610428,-0.05141913250554353,3490,0.4602658152580261,0.2,0.029840507,0.0003
1835,68.58,179712,1.1005999999999996,97,351,-0.7224741198122502,0.04388249043840915,0.18125,-0.055331237614154816,-0.040170564816799016,3500,0.4397110342979431,0.2,0.024838187,0.0003
1837,69.68,180224,1.1547999999999998,98,352,-0.7490604124963284,0.03398312230128795,0.1953125,-0.061289139091968536,-0.040661067119799554,3510,0.7815793752670288,0.2,0.02545063,0.0003
1839,72.07,180736,1.1147999999999998,98,353,-0.6276882741600275,0.0525103279389441,0.134375,-0.04915471374988556,-0.03585730775957927,3520,0.5957146286964417,0.2,0.027357046,0.0003
1841,70.98,181248,1.0997999999999997,98,354,-0.7369487725198269,0.022303350345464424,0.2078125,-0.047073304653167725,-0.04187653046101332,3530,0.6461801528930664,0.2,0.032823246,0.0003
1843,70.58,181760,1.1109,98,355,-0.6229141987860203,0.03712164316675626,0.153515625,-0.02798662707209587,-0.026892598590347917,3540,0.7761664986610413,0.2,0.023648001,0.0003
1844,71.6,182272,1.0680999999999998,98,356,-0.7176417749375105,0.042509462090674785,0.1458984375,-0.025665143504738808,-0.03500586174195632,3550,0.6571260690689087,0.2,0.019503491,0.0003
1846,73.15,182784,1.0690999999999997,98,357,-0.6585302032530308,0.0458019157173112,0.1234375,-0.04256915673613548,-0.027116447233129292,3560,-0.07573497295379639,0.2,0.018495247,0.0003
1848,73.93,183296,1.0234999999999999,99,358,-0.8498647801578045,0.035317191743524746,0.2005859375,-0.05273682251572609,-0.04777285205200314,3570,0.4373281002044678,0.2,0.01901187,0.0003
1850,75.03,183808,0.9778999999999997,99,359,-0.850089992582798,0.037977901520207524,0.2111328125,-0.05158904567360878,-0.03927306883269921,3580,0.4336186647415161,0.2,0.026592508,0.0003
1852,76.04,184320,0.9508999999999997,99,360,-0.8333369210362435,0.04761519097955898,0.14921875,-0.033399324864149094,-0.03522167701739818,3590,0.48418736457824707,0.2,0.018893428,0.0003
1854,78.21,184832,0.9501,99,361,-0.6980683915317059,0.030339142336742952,0.155859375,-0.03552258387207985,-0.033143652544822544,3600,0.6750710010528564,0.2,0.019079756,0.0003
1855,80.03,185344,0.9146999999999998,99,362,-0.7404730811715126,0.013270409105462021,0.1931640625,-0.05156797915697098,-0.040283805970102546,3610,0.707810640335083,0.2,0.030997075,0.0003
1857,81.08,185856,0.8682999999999998,100,363,-0.755707961320877,0.016186709533212707,0.190234375,-0.06359676271677017,-0.04448724118992686,3620,0.8834624290466309,0.2,0.028023295,0.0003
1859,81.05,186368,0.8162999999999999,100,364,-0.8044179446995259,0.014563451535650529,0.1814453125,-0.04883331060409546,-0.041668500984087586,3630,0.9149074554443359,0.2,0.022012018,0.0003
1861,80.86,186880,0.9458999999999999,100,365,-0.8606738016009331,0.04037229544483125,0.198046875,-0.05567429959774017,-0.047628006292507054,3640,0.6786282062530518,0.2,0.026628755,0.0003
1863,78.15,187392,1.0561999999999998,100,366,-0.7856400087475777,0.013521474835579283,0.211328125,-0.06334391236305237,-0.04361510874005035,3650,0.5795477628707886,0.2,0.035303324,0.0003
1865,80.05,187904,1.0460999999999998,100,367,-0.7767769731581211,0.029863664659205823,0.16640625,-0.04104602336883545,-0.038214278570376334,3660,0.6688829660415649,0.2,0.025551055,0.0003
1867,78.89,188416,1.1042999999999998,100,368,-0.6117369771003723,0.02164122394169681,0.1623046875,-0.06035689264535904,-0.036999345780350266,3670,0.6967095136642456,0.2,0.023989651,0.0003
1869,80.17,188928,1.1891999999999998,101,369,-0.5568905279040337,0.014618756354320795,0.1498046875,-0.056672003120183945,-0.035622808430343864,3680,0.6193894147872925,0.2,0.02442591,0.0003
1870,80.53,189440,1.2195999999999998,101,370,-0.708848986774683,0.011558779812185093,0.1599609375,-0.033408842980861664,-0.036667074705474076,3690,-0.20875298976898193,0.2,0.022293454,0.0003
1872,81.76,189952,1.1824999999999999,101,371,-0.6901454098522664,0.018379271822050215,0.1896484375,-0.04899102449417114,-0.03706693483982235,3700,0.301006019115448,0.2,0.026612164,0.0003
1874,80.73,190464,1.1591999999999998,101,372,-0.7663803167641163,0.020767319784499704,0.1978515625,-0.0627230778336525,-0.04119871510192752,3710,0.5825851559638977,0.2,0.06578948,0.0003
1876,80.4,190976,1.0688999999999997,101,373,-0.9035073898732662,0.019867532385978846,0.2234375,-0.0867529809474945,-0.05448257296811789,3720,0.8819485902786255,0.2,0.035688646,0.0003
1878,81.12,191488,1.1135999999999997,101,374,-0.7437375649809838,0.046489732473855835,0.1775390625,-0.05788808315992355,-0.03791122250258923,3730,0.6402019262313843,0.2,0.027586408,0.0003
1879,83.53,192000,1.0787999999999998,102,375,-0.6041035622358322,0.017082063033012674,0.1451171875,-0.0298872459679842,-0.03250113073736429,3740,0.6831689476966858,0.2,0.01875026,0.0003
1881,83.74,192512,1.0610999999999995,102,376,-0.9123690947890282,0.02960812963428907,0.190234375,-0.07121898233890533,-0.044490428362041715,3750,0.6978732347488403,0.2,0.025838137,0.0003
1883,80.08,193024,0.9947999999999996,102,377,-0.7789914794266224,0.037986050243489444,0.17890625,-0.04174209386110306,-0.04690309717552736,3760,0.5953025817871094,0.2,0.02734742,0.0003
1885,80.32,193536,1.0243999999999998,102,378,-0.6914580412209034,0.03597866629716009,0.120703125,-0.01516661886125803,-0.03092689049663022,3770,0.5756350755691528,0.2,0.015639726,0.0003
1887,77.13,194048,1.1425999999999996,102,379,-0.6177905011922121,0.019400123285595327,0.158984375,-0.05301748961210251,-0.04042700557038188,3780,0.4859771132469177,0.2,0.033685468,0.0003
1889,78.18,194560,1.1362999999999999,102,380,-0.6949476692825556,0.020315391168696805,0.1666015625,-0.055095478892326355,-0.03767986807506531,3790,0.777265191078186,0.2,0.023198288,0.0003
1891,79.6,195072,1.0600999999999998,103,381,-0.6313865218311548,0.02868616230553016,0.1369140625,-0.03034818172454834,-0.03344461740925908,3800,0.37030738592147827,0.2,0.018764174,0.0003
1893,78.37,195584,1.0284999999999997,103,382,-0.7698463574051857,0.03317215837887488,0.175390625,-0.041174184530973434,-0.03133795601315796,3810,0.7779974341392517,0.2,0.027238324,0.0003
1894,77.72,196096,1.009,103,383,-0.6190923534333705,0.04333848876995035,0.156640625,-0.06582639366388321,-0.03174898660508916,3820,0.6119136810302734,0.2,0.03463858,0.0003
1896,79.15,196608,0.9064999999999999,103,384,-0.7880106680095196,0.05240588118322194,0.2078125,-0.06181550398468971,-0.04115993294399232,3830,0.5750184059143066,0.2,0.030237745,0.0003
1898,77.19,197120,0.7664999999999997,103,385,-0.6758852764964104,0.046106668282300235,0.15703125,-0.02676505781710148,-0.025226248777471483,3840,0.41576486825942993,0.2,0.018578485,0.0003
1900,77.57,197632,0.7005999999999998,103,386,-0.6809875056147575,0.04298269678256474,0.1712890625,-0.049986325204372406,-0.03758176852716133,3850,0.6496676206588745,0.2,0.028324118,0.0003
1902,76.7,198144,0.7490999999999997,104,387,-0.9399324759840966,0.02692906152806245,0.2251953125,-0.06944006681442261,-0.044771859585307536,3860,0.7876419425010681,0.2,0.03456638,0.0003
1904,74.72,198656,0.8467999999999998,104,388,-0.7136415064334869,0.04899612069129944,0.1552734375,-0.05076536908745766,-0.0321318912319839,3870,0.589562177658081,0.2,0.018911488,0.0003
1905,72.92,199168,0.8899999999999997,104,389,-0.6943934045732021,0.03519487949670293,0.1677734375,-0.07691270112991333,-0.038174134236760436,3880,0.4853888750076294,0.2,0.033320308,0.0003
1907,71.67,199680,0.9421999999999997,104,390,-0.7637518413364888,0.048054864711593835,0.1533203125,-0.03607657924294472,-0.031188821699470282,3890,0.1727818250656128,0.2,0.025022466,0.0003
1909,72.96,200192,0.9584999999999997,104,391,-0.9034581422805786,0.031021884887013584,0.199609375,-0.03901783004403114,-0.04731578268110752,3900,0.8412081003189087,0.2,0.028449941,0.0003
