#{"t_start": 1781910846.894009, "env_id": "None"}
r,l,t
1.65,154,1883.32684
1.88,24,1883.407628
1.88,47,1883.550634
-1.19,156,1884.50268
1.88,24,1884.563551
1.88,27,1884.634067
1.07,146,1885.003802
1.67,93,1885.236201
1.88,35,1885.326173
-1.16,141,1886.088449
1.45,141,1886.425141
-3.08,119,1886.731753
1.72,123,1887.039944
1.88,32,1887.120067
1.88,42,1887.24224
-2.99,110,1888.012558
1.62,112,1888.308258
1.88,19,1888.358104
1.88,23,1888.417914
-3.12,143,1888.753719
-2.54,93,1888.970696
1.88,23,1889.026713
1.66,148,1890.079627
-1.93,98,1890.398218
1.88,39,1890.501147
1.87,160,1890.917209
1.88,63,1891.079553
1.58,34,1891.649138
-2.74,128,1891.953143
1.61,142,1892.291341
1.88,28,1892.362974
-1.14,158,1892.753719
1.55,121,1893.539734
-5.31,89,1893.773376
1.72,122,1894.103251
1.88,72,1894.294361
1.88,35,1894.383472
1.88,25,1894.442638
1.88,51,1894.560465
1.73,142,1895.383431
-3.11,58,1895.551841
-1.71,101,1895.86954
1.88,28,1895.957675
1.88,47,1896.123574
1.88,24,1896.204819
1.88,23,1896.280211
1.58,158,1897.309449
1.88,33,1897.404032
1.88,48,1897.524242
1.7,132,1897.83207
1.88,22,1897.883174
1.56,27,1897.948729
1.88,107,1898.199223
1.88,33,1898.278024
1.88,43,1898.384475
-2.0,97,1899.093838
1.72,80,1899.34099
1.73,73,1899.570989
1.88,43,1899.682164
1.88,19,1899.732595
1.88,22,1899.790924
1.88,39,1899.897567
1.88,19,1899.949268
1.21,148,1900.342225
1.58,153,1901.133513
1.09,109,1901.405269
1.88,55,1901.551669
1.7,156,1901.960557
1.88,35,1902.068205
1.88,23,1902.749707
-2.03,108,1903.123259
1.88,42,1903.241286
1.88,35,1903.347794
-1.93,129,1903.68487
1.88,27,1903.750807
1.45,146,1904.101346
1.88,67,1904.702562
1.88,30,1904.781266
-2.85,99,1905.045364
1.88,27,1905.119643
1.88,27,1905.187438
-1.49,114,1905.484244
-1.44,114,1905.777989
1.88,43,1905.901444
1.88,20,1906.434892
1.88,27,1906.499115
1.88,38,1906.596691
1.88,14,1906.633586
-1.14,147,1907.021427
1.53,162,1907.447941
1.88,60,1907.604486
-1.5,107,1908.371963
1.11,132,1908.774624
-1.48,85,1909.07072
-1.07,141,1909.591612
-1.43,103,1910.280553
-1.23,117,1910.5615
1.88,20,1910.612303
-3.64,85,1910.82606
1.88,36,1910.917909
1.88,26,1910.984434
1.88,33,1911.0674
-1.31,146,1911.467073
-1.69,157,1912.342504
1.88,21,1912.39724
1.88,16,1912.43605
-2.05,141,1912.767099
-1.3,152,1913.124844
1.88,32,1913.205741
-1.03,116,1913.954793
1.35,139,1914.325566
1.88,63,1914.490892
1.88,53,1914.626783
1.88,14,1914.662561
1.58,126,1915.033581
1.88,56,1915.784842
1.88,81,1915.989608
1.88,32,1916.067654
1.32,154,1916.435376
1.88,19,1916.485954
1.88,19,1916.533743
1.88,23,1916.590459
-2.56,89,1916.82136
1.72,131,1917.683371
1.88,48,1917.805614
1.88,35,1917.89377
1.88,41,1917.999862
-1.86,48,1918.125012
1.88,40,1918.226902
1.09,141,1918.57111
1.38,154,1919.408304
1.88,37,1919.527086
1.88,27,1919.599917
-3.1,94,1919.856215
1.88,32,1919.944773
1.88,70,1920.125175
1.88,22,1920.180219
1.88,51,1920.308908
1.88,89,1920.547468
1.88,44,1921.141355
1.61,158,1921.643293
1.88,40,1921.761163
-1.53,110,1922.094983
-1.54,151,1922.491482
1.88,26,1922.561698
