#{"t_start": 1781910059.008159, "env_id": "None"}
r,l,t
-1.98,13,643.953288
-2.05,9,643.978448
-2.19,14,644.013469
-2.05,9,644.038033
-2.53,14,644.078031
-1.93,9,644.101867
-5.85,53,644.228731
-2.11,11,644.258201
-6.73,50,644.381383
-2.12,15,644.421354
-6.67,48,644.545377
-2.11,10,644.571127
-2.19,10,644.596242
-2.17,10,644.622078
-1.97,11,644.649675
-1.97,10,644.677286
-2.05,17,644.720217
-2.88,83,644.945407
-2.33,11,644.974029
-2.0,12,645.003684
-1.98,12,645.0346
-2.0,14,645.069151
-1.93,9,645.092708
-1.97,9,645.117523
-1.98,9,645.141541
-2.11,11,645.169572
-1.98,11,645.198548
-6.16,54,645.815905
-2.05,8,645.842586
-2.17,12,645.889251
-1.93,7,645.91993
-1.88,7,645.946765
-2.42,19,646.016379
-2.19,15,646.072824
-2.19,11,646.110278
-2.14,15,646.161686
1.41,15,646.215966
-2.03,12,646.261886
-2.53,14,646.316221
-1.93,11,646.355
-1.96,14,646.404941
-6.65,49,646.579307
-1.93,6,646.595795
-1.93,7,646.618182
-2.25,13,646.661862
-2.05,8,646.68849
-2.05,12,646.723712
-1.97,12,646.758605
-2.02,11,646.79739
-1.97,9,646.835024
-2.17,13,646.874508
-6.55,49,647.033003
-6.6,50,647.196674
1.28,157,648.01556
-6.62,51,648.141979
-2.03,7,648.16303
-2.03,8,648.185346
-1.98,12,648.216192
-1.9,13,648.247709
-2.09,12,648.284469
-2.26,14,648.321393
-1.93,11,648.348803
-2.44,20,648.406975
-1.98,10,648.431295
-6.54,51,648.559816
-6.41,51,648.695363
-2.05,16,648.745886
1.58,16,648.787732
-6.63,50,648.952223
1.88,17,648.996695
-2.25,11,649.029514
-2.14,11,649.058668
-1.97,10,649.088547
-6.73,53,649.69178
-1.96,8,649.717508
-1.98,8,649.742055
-6.69,51,649.873515
-1.97,9,649.900038
-6.68,46,650.023918
1.88,27,650.08967
-2.19,13,650.128004
-2.17,12,650.1633
-6.32,49,650.295669
-1.98,9,650.324719
-2.05,9,650.351785
-6.67,49,650.481925
-1.9,6,650.498603
-2.08,11,650.530617
-6.29,48,650.653736
-6.57,58,650.811966
-6.65,53,650.953575
-2.25,10,650.981371
-6.19,48,651.557208
-2.12,8,651.581402
-1.98,12,651.61703
-1.96,12,651.654869
-2.45,14,651.695513
-1.98,12,651.730364
-2.33,20,651.786416
-2.05,9,651.815507
-2.75,25,651.89128
-2.37,16,651.948781
-1.98,10,651.981565
-6.21,52,652.156179
-1.97,9,652.196007
-6.31,56,652.400989
-1.92,7,652.426714
-2.05,10,652.46308
-1.96,16,652.52661
-1.97,10,652.566621
1.88,18,652.62734
-6.37,53,652.801109
-1.93,11,652.843323
-1.92,9,652.878889
-2.11,12,652.91599
-2.05,7,652.939878
-6.39,48,653.08324
-1.97,10,653.117668
-6.43,59,653.719864
-2.25,16,653.761096
-4.59,104,653.998749
-2.05,9,654.023577
-6.48,53,654.158591
-2.25,16,654.200639
-2.05,12,654.232088
-1.92,9,654.254971
-1.97,10,654.282194
-2.19,14,654.323373
-2.39,15,654.364201
-2.05,13,654.397009
-2.25,11,654.425044
-1.97,5,654.438753
-1.97,10,654.468255
-1.97,10,654.499208
-6.81,46,654.625571
-2.47,12,654.663162
-5.69,91,654.925663
-6.42,49,655.517804
-1.97,14,655.556005
-6.22,54,655.695038
-1.98,12,655.729608
-1.97,9,655.757452
-6.64,47,655.910305
-1.98,11,655.942255
1.88,13,655.975188
-2.17,13,656.01022
-2.03,11,656.040233
1.58,16,656.082107
-2.02,14,656.122359
-6.63,52,656.265851
-1.93,7,656.283895
-2.05,8,656.305507
1.88,17,656.347259
-2.31,13,656.379228
1.88,19,656.423754
-6.15,66,656.57737
1.88,18,656.618801
-2.05,9,656.645322
-6.53,52,656.778202
-1.97,9,656.808118
-6.6,47,657.427557
-2.11,12,657.46286
-2.67,12,657.50076
-2.91,22,657.56426
-1.97,14,657.605674
-2.05,16,657.650592
-6.65,48,657.807222
-6.2,54,657.989118
-6.73,49,658.140073
-2.39,16,658.19693
-2.03,11,658.234565
-2.14,13,658.283962
-6.03,45,658.448313
-2.19,8,658.481353
-1.97,6,658.508779
-6.64,48,658.685325
-1.98,9,658.726648
-6.73,47,658.925636
-2.11,9,658.961824
1.88,20,659.02926
-1.98,6,659.050254
-2.45,18,659.582328
-3.65,25,659.647752
-2.39,16,659.688013
-2.25,14,659.726261
-2.77,12,659.757167
-1.97,9,659.779344
-2.11,12,659.811707
-6.65,51,659.937798
-1.97,11,659.967248
-1.96,10,659.992021
-6.3,49,660.118883
-2.33,14,660.15445
-2.0,13,660.189481
-1.98,10,660.214231
-2.14,15,660.252459
-1.98,15,660.289846
-5.76,66,660.463333
-2.25,16,660.509261
-2.17,10,660.539935
-2.12,13,660.578792
-1.97,10,660.611725
-6.53,46,660.760831
-2.11,9,660.787157
-2.05,11,660.824446
-1.97,19,660.877402
-1.93,10,660.908941
-1.93,15,661.420449
-2.19,14,661.460045
1.88,28,661.529671
-2.0,9,661.55627
-2.03,11,661.589678
-2.11,17,661.642238
-1.93,7,661.664972
-2.02,12,661.698286
-2.16,16,661.742047
-1.98,10,661.770288
-2.09,19,661.823597
-2.02,14,661.863702
-2.19,8,661.887247
-1.97,13,661.925049
-2.25,7,661.945895
1.43,119,662.243212
-1.93,11,662.272396
-2.05,16,662.317058
-2.25,17,662.361674
-2.17,9,662.387945
-2.05,8,662.409647
-2.11,22,662.463939
-1.92,9,662.486841
-2.11,17,662.532395
-6.23,54,662.660638
-1.88,9,662.68421
-6.58,49,663.258243
-1.92,11,663.29129
-6.75,50,663.449224
1.88,14,663.486125
-2.02,13,663.52789
-6.43,47,663.655868
-2.0,9,663.682144
-2.06,13,663.721949
-2.19,9,663.748924
-5.35,82,663.95756
-2.05,9,663.980631
-2.06,10,664.011629
-2.19,10,664.04068
-2.68,22,664.105917
-1.98,8,664.130749
-1.93,14,664.168139
-1.97,9,664.191794
-2.03,8,664.215293
-2.03,11,664.244857
-2.25,13,664.282881
-2.11,11,664.315807
-6.67,53,664.459175
-2.19,11,664.491543
-6.68,46,664.65011
-1.93,7,664.674479
-1.97,10,665.294647
-2.05,11,665.333151
-2.05,9,665.361305
-2.44,15,665.40904
1.46,17,665.459886
-2.19,9,665.489042
-1.97,9,665.520747
-1.96,12,665.557682
-2.12,7,665.577165
-2.05,7,665.594571
1.41,17,665.634777
-1.98,12,665.66671
-1.92,11,665.692244
-2.11,11,665.724976
-2.48,19,665.782586
1.88,23,665.839685
-6.15,65,665.992793
-2.25,13,666.03226
-3.85,37,666.132348
-2.17,12,666.168021
-6.07,67,666.341804
1.41,15,666.379474
-1.93,11,666.411239
1.88,18,666.457866
-1.93,8,666.480365
-2.77,20,666.539279
-1.98,9,666.566097
-6.65,48,667.240292
-6.21,51,667.396446
-2.16,14,667.433569
1.88,18,667.479363
-6.53,53,667.626288
-2.84,20,667.682372
-2.11,11,667.714768
-1.92,11,667.745373
-6.11,50,667.888633
-1.98,6,667.905072
-1.98,12,667.936108
-2.19,9,667.963423
-2.05,9,667.985657
-5.6,84,668.187357
-1.93,11,668.215274
-5.82,70,668.391785
-5.89,49,668.513953
-2.12,8,668.534628
-2.19,11,668.563298
-1.98,9,668.586514
-6.53,53,669.196919
-1.97,14,669.236257
-1.92,11,669.267586
-6.51,47,669.391974
-1.97,6,669.410355
-1.98,10,669.437768
-1.88,8,669.459192
-1.98,13,669.49504
-2.11,10,669.527623
-4.69,121,669.835119
-2.05,11,669.867434
-1.92,10,669.895961
-2.19,10,669.927129
-6.73,47,670.05507
-6.52,52,670.191555
-3.91,128,671.006326
-6.59,50,671.15239
-2.35,13,671.1968
-2.03,12,671.240115
-1.96,12,671.280671
-2.25,10,671.315444
-2.03,12,671.355331
-6.11,60,671.543017
-2.17,9,671.576091
-6.57,49,671.750386
-1.98,9,671.784507
-2.39,14,671.836515
-5.79,81,672.065777
-1.98,11,672.101248
-6.6,51,672.255404
-2.03,13,672.299801
-1.97,9,672.329971
-1.93,11,672.361948
-2.25,14,672.404789
-2.11,13,672.444656
-2.05,13,672.48591
-4.49,28,673.029886
-6.15,50,673.162105
-6.65,47,673.298444
-1.93,9,673.326549
-4.87,90,673.575502
-2.39,14,673.620257
-1.93,11,673.651748
-6.18,57,673.792866
-2.03,10,673.820427
-5.55,122,674.095887
-6.59,45,674.206878
-5.81,61,674.808136
-2.03,9,674.838805
-2.81,20,674.898067
-5.21,84,675.105123
-2.02,13,675.140234
-2.03,8,675.163086
-6.97,50,675.340489
-1.97,10,675.367141
-2.05,9,675.397378
-2.12,12,675.432216
-2.34,14,675.471971
-2.08,10,675.500544
-1.96,12,675.534211
-2.03,12,675.568581
-1.93,11,675.599047
-2.19,11,675.632026
-2.11,11,675.664868
-1.97,7,675.686062
-1.97,11,675.716192
1.41,24,675.777321
-2.21,14,675.820636
-1.93,11,675.850258
-1.92,10,675.87879
-2.11,11,675.911357
-6.32,50,676.038547
-6.27,53,676.203259
1.88,19,676.679282
1.41,24,676.735687
-1.98,11,676.762902
-6.02,54,676.908098
-1.92,8,676.927957
-6.32,59,677.098358
-6.83,45,677.247026
-5.68,76,677.470213
-1.96,7,677.495305
-6.25,49,677.662548
-1.93,8,677.689768
1.88,23,677.763031
-6.48,54,677.953482
-2.11,7,677.982518
-6.59,48,678.146007
-2.17,11,678.179419
-2.11,11,678.691764
-6.59,49,678.822737
-1.92,11,678.857419
-1.97,8,678.898337
1.41,22,678.991435
-1.98,6,679.014273
-2.05,13,679.052066
-2.14,16,679.098182
-5.86,87,679.327708
-6.35,62,679.503295
-1.93,6,679.5239
-6.81,47,679.652165
-6.6,52,679.791289
-6.73,48,679.929217
-5.51,61,680.093891
-2.39,13,680.134099
-2.05,9,680.158252
-6.69,52,680.758776
-2.11,12,680.801759
-1.98,12,680.837269
-2.31,16,680.882903
1.41,18,680.933959
-6.37,49,681.064977
-1.93,6,681.084937
-1.96,13,681.123802
-2.33,16,681.168483
-2.31,11,681.202956
-2.16,15,681.248908
1.88,17,681.299683
-6.6,60,681.484974
-2.19,13,681.537941
-6.59,50,681.690403
-1.97,10,681.723451
-2.14,16,681.780392
-5.11,92,682.024945
-5.79,61,682.642179
-6.03,60,682.793617
-2.05,8,682.817113
-6.65,50,682.946611
-6.41,46,683.075517
1.88,14,683.109344
-2.45,15,683.148619
-1.93,7,683.16725
-6.59,50,683.29799
-6.15,63,683.48128
1.41,32,683.593463
-1.93,9,683.62758
-2.05,9,683.65426
-2.17,10,683.69473
-6.59,54,683.895703
-6.49,47,684.076145
-1.96,10,684.115279
-2.05,9,684.696855
-6.67,49,684.869192
-1.97,10,684.898581
-5.75,86,685.126283
1.41,27,685.19974
-6.53,52,685.356516
-2.3,12,685.392344
-2.0,10,685.420764
-6.45,56,685.557467
-5.9,48,685.681992
-2.4,15,685.720254
-6.57,49,685.862769
-2.53,18,685.915797
-6.53,49,686.037259
-1.93,11,686.064674
-6.3,58,686.668037
-2.39,16,686.71795
-7.05,46,686.862307
-1.92,11,686.896344
-2.05,13,686.931554
-1.96,11,686.965899
-2.25,11,687.002596
-6.27,58,687.202468
-6.81,48,687.350733
-2.08,10,687.381012
-2.19,15,687.424193
1.41,25,687.492771
-1.93,7,687.516191
-2.11,11,687.553522
-1.92,11,687.586102
-1.97,10,687.615317
-6.57,53,687.771418
-2.0,11,687.804216
-1.93,11,687.834656
-6.77,45,687.982071
-1.93,11,688.016501
-1.98,6,688.035535
-1.97,10,688.063287
-1.97,10,688.091479
-1.97,8,688.577674
-6.67,51,688.712594
-1.97,10,688.738833
-2.11,10,688.765543
-2.17,9,688.793142
-2.53,24,688.853893
-2.84,103,689.142101
-6.02,55,689.27742
-1.93,7,689.299715
-2.12,12,689.333499
1.46,20,689.388659
1.88,19,689.439929
-1.93,10,689.470094
-1.98,9,689.497705
-1.97,9,689.527342
-2.17,12,689.564031
-6.59,47,689.701065
-2.19,12,689.743627
-1.98,9,689.776364
1.41,26,689.86374
-5.83,75,690.712715
-1.93,11,690.75662
-6.71,51,690.937998
1.46,28,691.010237
-1.96,11,691.047916
-6.7,45,691.185842
-2.02,10,691.215661
-2.39,16,691.265002
-1.98,12,691.300983
-1.92,8,691.32298
-2.17,16,691.365376
-1.93,6,691.382667
-2.11,11,691.411673
-2.25,20,691.465308
-2.05,13,691.503109
-5.86,64,691.677582
-2.19,11,691.713779
-5.56,91,691.951576
1.54,26,692.014295
-6.72,46,692.60386
-1.93,16,692.65075
-1.92,10,692.678671
-2.0,10,692.709789
-6.65,46,692.834051
1.88,27,692.90339
-2.05,8,692.928412
-5.35,123,693.250935
-6.65,50,693.388198
-1.92,10,693.416234
-2.05,13,693.453352
-1.98,13,693.489857
-6.04,55,693.645281
1.88,11,693.674692
-6.25,50,693.821397
-1.97,14,693.861528
-6.48,51,694.039199
-2.16,15,694.621921
-2.17,10,694.651066
-1.97,9,694.67679
-6.03,63,694.855558
-6.15,68,695.030428
-6.53,56,695.169747
-1.98,13,695.201939
-6.62,50,695.340012
-1.96,12,695.375175
-2.11,15,695.423239
-1.96,10,695.453752
-2.11,11,695.488732
-2.26,14,695.529767
-2.25,14,695.575186
-1.93,11,695.608652
-1.96,8,695.635819
1.88,17,695.682145
-6.63,47,695.867768
-1.98,12,695.901739
-1.93,7,695.925225
-1.97,6,695.943767
-2.14,12,695.981189
-1.93,7,696.001269
-2.12,12,696.038131
-1.96,14,696.083778
-2.05,13,696.697775
-1.98,8,696.729345
-1.97,9,696.766272
-2.73,17,696.833338
1.46,76,697.122705
-2.11,11,697.174706
-6.74,49,697.343991
-2.14,12,697.375863
-1.98,17,697.428126
-1.93,11,697.461799
-2.25,21,697.515681
-2.03,9,697.541642
-1.97,10,697.568097
-2.03,10,697.594877
-1.92,11,697.624285
-2.03,13,697.65711
-2.45,11,697.688197
-2.25,14,697.727876
-1.93,11,697.75592
-2.06,14,697.792367
-6.79,47,697.921231
-2.19,12,697.953915
-2.05,12,697.987186
-1.93,13,698.021003
-2.11,11,698.051627
-1.98,11,698.080296
-2.33,11,698.109566
-2.5,18,698.158851
1.88,14,698.194201
-1.98,11,698.224334
1.51,29,698.781744
-6.43,46,698.931557
-2.47,19,698.992661
-2.05,14,699.037336
-2.02,11,699.069122
-2.25,14,699.112018
-2.05,9,699.139534
1.88,14,699.178117
1.41,15,699.223765
-6.3,48,699.360388
-2.05,13,699.397128
-2.05,13,699.434426
-6.32,52,699.579957
-1.97,10,699.609951
-2.19,9,699.638631
-6.63,50,699.792455
-6.67,45,699.927677
-1.93,7,699.948092
-6.49,51,700.091978
-2.05,10,700.124959
-2.19,9,700.152753
1.88,14,700.190746
-2.17,11,700.221936
-1.91,6,700.691122
-6.32,48,700.814117
1.41,18,700.857247
-1.96,8,700.87966
-6.65,49,701.015298
-6.23,58,701.163787
-2.03,9,701.190717
-6.05,46,701.317088
-1.97,7,701.338198
1.88,22,701.400861
-6.43,51,701.538568
-6.39,56,701.687125
-2.33,11,701.716721
-1.93,13,701.755272
-2.03,8,701.779291
-6.74,50,701.936311
-1.93,10,701.965707
-5.95,120,702.870869
-1.96,12,702.917459
-2.3,17,702.990535
-2.75,20,703.06364
-6.35,57,703.262272
-6.02,47,703.414238
-2.15,146,703.796589
-1.96,8,703.819312
-1.92,11,703.849057
-6.67,48,703.969932
1.46,18,704.013497
-2.25,13,704.04812
-2.0,10,704.075152
-1.93,11,704.101372
-2.16,15,704.141191
-6.59,52,704.782694
-5.82,68,704.977601
-2.05,13,705.014439
-6.39,52,705.15355
-1.93,6,705.17044
-6.6,51,705.320946
-5.81,53,705.460116
-1.92,6,705.47667
-2.53,10,705.504961
-6.35,56,705.657071
-2.59,15,705.702932
-2.11,16,705.748254
-1.98,12,705.780871
-6.53,53,705.945066
-1.98,6,705.963474
-6.57,51,706.527066
-1.93,7,706.547918
-6.37,55,706.682797
-6.65,46,706.803105
-6.57,60,707.012383
-6.43,48,707.190699
-1.98,9,707.243477
-2.53,15,707.314157
-5.77,52,707.472342
-2.25,18,707.529656
-1.92,10,707.558243
-2.25,12,707.59771
-6.65,50,707.736313
-2.25,19,707.790581
-2.53,18,707.849149
-2.11,14,707.897595
-2.17,14,707.941283
-3.09,26,708.011234
-6.67,51,708.633746
-6.29,68,708.810575
-2.11,10,708.847905
-6.62,48,709.040678
-2.16,9,709.069814
-2.05,11,709.100377
-1.97,10,709.133584
-2.14,10,709.168377
-1.93,11,709.204662
-6.74,48,709.358605
-2.0,12,709.393412
-1.93,11,709.429396
-1.97,9,709.464222
1.41,20,709.529538
-2.16,13,709.576397
-2.0,16,709.624024
1.88,15,709.668667
-2.05,10,709.702036
-6.37,52,709.846729
-2.39,16,709.890422
-5.24,82,710.0958
-5.74,57,710.709828
-6.41,56,710.854862
-1.98,14,710.895288
-6.37,56,711.038251
-2.19,13,711.072249
1.88,11,711.099833
-6.63,46,711.229444
-1.97,8,711.251914
-1.98,15,711.295933
-1.88,9,711.320223
-2.09,9,711.346607
1.88,23,711.402879
-2.25,13,711.440708
-6.79,47,711.58608
-2.05,12,711.62278
-6.67,48,711.751565
-5.61,90,711.962389
1.41,24,712.452503
-6.81,47,712.583459
-2.39,19,712.636299
-6.23,48,712.753439
-6.1,57,712.903045
1.88,19,712.951817
-6.3,49,713.077332
-2.03,11,713.112847
-2.19,15,713.155496
-6.44,51,713.296657
-1.93,7,713.318039
-1.97,10,713.345357
-2.03,13,713.380876
-6.29,56,713.521464
-6.6,50,713.659167
-2.45,13,713.69947
-6.43,54,714.321602
-1.97,9,714.348333
-2.19,7,714.370071
-6.53,52,714.509515
-1.98,11,714.542869
1.28,22,714.595565
-2.11,14,714.630337
-5.7,88,714.851967
-2.0,10,714.880936
-2.3,14,714.919624
-2.11,11,714.951985
-2.03,7,714.974702
-6.2,54,715.124063
-6.23,57,715.28897
-2.2,10,715.317164
-1.98,10,715.346664
-2.05,10,715.377007
-6.35,70,715.605669
-2.19,14,715.656178
-2.39,16,716.264838
-6.71,48,716.411988
-1.97,10,716.442625
-1.93,7,716.463433
-6.53,56,716.626013
-5.25,91,716.870816
1.88,18,716.920602
-1.97,8,716.943975
-5.19,79,717.192216
-2.02,13,717.236733
-6.79,48,717.381315
-1.93,11,717.412215
-1.97,9,717.440132
-1.93,11,717.472307
-2.77,20,717.530116
-1.98,12,717.5608
-1.96,14,717.595785
-1.93,11,717.623322
-2.05,9,717.64799
-5.65,90,718.406942
1.46,17,718.452739
-1.98,19,718.505703
-6.15,61,718.668659
-2.05,9,718.698223
-6.74,49,718.836346
-5.63,90,719.106844
-6.23,55,719.260309
1.88,12,719.295697
-6.71,45,719.427263
-1.97,10,719.460223
-2.47,19,719.520355
-2.11,14,719.561782
-6.59,53,719.715866
-1.92,10,720.205426
-1.98,10,720.233969
-5.88,71,720.411245
-1.9,9,720.433503
-2.31,11,720.461478
-1.97,9,720.485254
-1.92,10,720.512556
-6.09,57,720.659176
-2.05,16,720.698716
1.58,16,720.736983
-1.92,8,720.758251
-1.93,6,720.77609
-6.24,51,720.901058
-2.11,11,720.934658
-2.25,17,720.975313
-1.93,9,720.999631
-2.11,17,721.051591
-5.71,57,721.182798
-1.92,10,721.20795
-2.49,17,721.250898
1.46,20,721.297226
-6.15,50,721.434776
-1.97,9,721.466165
-1.98,6,721.491205
-6.79,47,722.230169
-5.71,59,722.4358
-1.97,9,722.4623
-6.82,50,722.616578
-1.9,6,722.635737
-6.59,51,722.78751
-1.97,10,722.818443
-1.98,9,722.847233
-6.59,58,723.01311
1.88,18,723.058853
-2.05,13,723.092529
-2.0,7,723.113918
-6.67,49,723.24646
-2.25,13,723.282762
-2.03,9,723.315688
-6.63,48,723.444338
-1.93,11,723.473537
-3.51,23,723.531884
-1.97,13,723.56878
-6.2,60,724.141602
-1.93,11,724.171256
-6.65,49,724.29034
-6.4,57,724.429991
-3.32,24,724.505711
-2.33,11,724.540089
1.46,18,724.587639
-1.97,14,724.627727
-2.17,10,724.656095
-5.97,60,724.835515
-1.96,11,724.869814
-1.07,146,725.256403
-1.93,12,725.292556
1.88,19,725.345032
-6.59,54,725.963644
-1.98,13,726.004287
-2.2,13,726.042166
-2.11,16,726.085329
-2.25,16,726.130907
1.41,24,726.19329
-6.6,51,726.322375
-2.05,11,726.350178
-5.01,84,726.550269
-2.19,15,726.590121
-2.34,10,726.617887
-1.97,8,726.640941
-1.96,13,726.675488
-6.57,53,726.816626
-2.11,11,726.852591
-2.26,14,726.892367
-1.96,15,726.933287
-6.03,59,727.095124
-2.03,19,727.15027
-1.97,12,727.184898
-1.91,12,727.229795
-1.93,11,727.262551
-6.23,56,727.918778
-1.97,7,727.941887
-1.97,9,727.972279
-2.0,9,728.001093
-2.14,12,728.044993
-1.93,14,728.093791
-5.41,123,728.504757
-2.03,12,728.544843
-2.33,18,728.603654
-2.05,9,728.632531
-6.32,63,728.82705
-1.98,9,728.853718
-2.05,8,728.879704
-4.07,130,729.246469
-1.96,14,729.285045
-1.98,12,729.317233
-6.54,47,729.85318
-2.11,12,729.885784
-2.53,22,729.940455
-2.19,9,729.964479
-2.14,9,729.990639
-1.93,10,730.015391
-2.14,17,730.059825
1.41,31,730.137224
-6.28,51,730.271965
-2.16,13,730.3083
-2.25,14,730.34995
-2.19,15,730.393065
-1.97,14,730.430423
-1.98,9,730.4606
-5.27,124,730.783497
-2.05,9,730.808332
-1.93,7,730.827535
1.88,15,730.868218
-6.63,46,730.999892
-5.75,83,731.67307
-6.01,63,731.837969
-6.51,54,731.98321
-2.56,17,732.030164
-2.05,13,732.062988
-6.37,51,732.185028
1.88,14,732.218997
-2.25,12,732.249674
-6.27,49,732.374964
-1.98,10,732.406103
-5.98,49,732.531095
-1.98,10,732.557873
-6.28,50,732.681213
-1.93,7,732.699326
-2.33,8,732.721794
-2.24,13,732.756735
1.88,21,732.804823
-1.97,8,732.826538
-1.97,10,732.856571
-2.17,16,732.898033
-2.0,13,733.413219
-2.05,8,733.437991
-1.92,5,733.455206
1.88,23,733.51353
-1.98,17,733.559273
-2.05,13,733.595339
-1.93,11,733.628181
-2.14,13,733.664933
-6.67,50,733.807828
-1.96,13,733.844603
-2.45,15,733.887338
-2.05,10,733.920829
-2.33,15,733.963394
-1.97,8,733.989532
-2.0,13,734.029608
-1.96,13,734.07344
1.88,15,734.125953
-2.11,11,734.166045
-2.39,14,734.216701
1.41,21,734.289607
-6.59,54,734.490566
-2.53,15,734.548824
-1.97,10,734.588907
1.88,14,734.637942
-1.93,10,734.674813
-1.92,8,734.703538
-2.03,8,734.738352
-6.45,45,734.944545
-1.93,11,734.980252
-6.35,57,735.602014
-6.33,50,735.736649
-1.97,8,735.760284
-6.65,50,735.890623
-6.26,60,736.040838
-2.0,9,736.067346
-5.88,63,736.241892
-6.09,55,736.406371
-2.09,13,736.441842
-5.79,87,736.659769
-2.03,13,736.697853
-2.53,14,736.74213
-2.25,14,736.783852
-6.6,49,736.926542
-1.98,9,736.952893
-3.51,27,737.547158
-2.11,11,737.577328
-2.14,15,737.619708
-6.15,59,737.771972
-2.03,10,737.803357
-2.19,12,737.835304
-2.14,11,737.86514
-1.93,7,737.885233
-6.54,51,738.01573
-6.53,50,738.139731
-6.57,62,738.289274
-2.42,18,738.333847
-2.0,13,738.36668
-2.0,14,738.402846
-1.97,14,738.439736
-2.11,12,738.472981
-1.97,14,738.509444
-2.16,17,738.553567
-6.76,52,738.684074
-2.09,11,738.716351
1.28,157,739.588681
-6.55,50,739.728818
-6.77,46,739.860218
-2.11,16,739.907102
-5.43,90,740.137766
-2.02,13,740.174262
-1.98,12,740.209467
-6.43,49,740.362618
-2.25,11,740.396285
-6.13,81,740.633179
-2.03,13,740.67202
-2.28,16,741.279942
-5.65,90,741.527405
-2.11,13,741.563922
-1.88,8,741.586703
-1.93,6,741.603219
-1.97,9,741.631096
-1.93,11,741.663181
-1.98,7,741.684875
-1.93,12,741.713552
-1.97,8,741.735511
-1.93,7,741.753997
-2.25,9,741.780472
-1.97,9,741.80658
-2.03,16,741.850829
-6.46,52,741.990329
-5.27,71,742.1868
-1.92,11,742.219674
1.88,18,742.266084
-2.05,13,742.301731
-2.05,8,742.327035
-6.53,53,742.467767
1.58,119,743.230914
-2.11,17,743.277955
-1.97,10,743.308788
-1.98,13,743.348346
1.41,24,743.41186
-1.98,14,743.453877
-2.39,18,743.514375
-2.11,11,743.552183
1.46,25,743.620321
-2.05,15,743.665977
-1.97,17,743.710583
-1.93,11,743.739232
-2.33,16,743.778817
1.88,18,743.820227
-2.05,15,743.858298
-6.73,46,743.974689
-1.98,11,744.003582
-1.92,10,744.029681
-2.19,11,744.057733
-2.25,13,744.092168
-1.97,10,744.121155
-2.47,15,744.159866
-2.05,8,744.180008
-1.98,15,744.219065
-1.93,7,744.239159
-1.93,15,744.278072
-1.93,10,744.303455
-2.0,12,744.334526
-2.25,12,744.368847
-2.14,9,744.393489
-2.14,11,744.425648
-1.93,10,744.451586
-1.98,6,744.470381
-2.05,9,744.492951
-5.82,59,745.125991
-5.22,91,745.361357
-2.16,18,745.412695
-2.19,15,745.454751
-2.19,10,745.482997
-1.93,8,745.506291
-2.35,16,745.553201
1.58,85,745.767899
-2.95,19,745.823153
-2.67,18,745.878526
-6.11,61,746.041912
-2.03,7,746.066474
1.88,15,746.10784
1.88,19,746.161918
-2.05,13,746.197633
1.41,20,746.248744
-6.35,53,746.876977
-6.44,52,747.031347
-1.93,10,747.072447
-1.97,8,747.111646
-2.11,16,747.175718
-2.05,9,747.221675
-6.59,48,747.389356
1.88,16,747.439681
-1.93,7,747.464074
-6.73,49,747.629038
-1.98,13,747.677532
-1.93,10,747.714561
-2.05,8,747.74592
-2.12,17,747.795027
-2.05,9,747.821834
-1.97,10,747.851914
-5.17,72,748.054526
-1.97,9,748.080395
-5.39,93,748.314766
1.88,18,748.362423
-2.25,11,748.394938
-2.05,11,748.424291
-2.16,24,748.978022
-2.17,12,749.018823
-6.49,56,749.17589
1.88,14,749.212863
-2.7,20,749.267992
-2.19,15,749.312884
-1.93,6,749.330145
-2.47,16,749.379325
-5.27,74,749.567413
-1.97,10,749.594026
1.88,13,749.624964
-1.98,11,749.651328
-2.11,10,749.684798
-1.97,9,749.712177
-2.19,14,749.752927
-1.97,10,749.781678
-6.25,62,749.923491
-6.28,45,750.035903
-2.47,14,750.075457
-2.05,12,750.104851
-3.17,19,750.155085
-2.03,9,750.180031
-2.14,16,750.218688
-2.11,10,750.248729
-1.98,10,750.277629
-2.11,12,750.753627
-5.67,78,750.955858
-2.39,12,750.991903
-6.04,53,751.147054
-5.76,59,751.296849
-2.33,12,751.331988
-1.93,10,751.361368
-1.93,11,751.397058
-6.65,50,751.528767
-2.12,11,751.560089
-2.03,8,751.58815
-6.0,50,751.714907
-6.23,52,751.851983
-1.98,10,751.880264
-2.0,10,751.908067
-5.65,82,752.54404
-2.39,22,752.599124
-1.97,9,752.622973
-1.93,11,752.649229
-1.97,9,752.675163
-6.3,63,752.829898
-2.75,15,752.872344
-2.11,14,752.908073
-5.56,92,753.141361
-2.56,20,753.198303
-1.93,9,753.223805
-1.97,9,753.253011
-5.66,66,753.491484
-6.71,49,753.666408
-6.67,50,753.851514
-1.92,10,753.89361
-6.44,52,754.075685
-2.05,13,754.599429
-2.03,11,754.63265
1.88,19,754.681132
-1.97,9,754.709354
-1.98,13,754.747187
-5.25,90,755.006744
-6.49,47,755.134529
-2.25,10,755.162609
-2.0,13,755.204731
-2.05,13,755.23904
-2.12,14,755.274229
-1.97,10,755.301067
-2.11,14,755.337317
-1.97,9,755.363132
-2.05,9,755.390824
-2.16,19,755.438889
-3.1,22,755.49672
1.88,15,755.533899
1.88,13,755.564699
-2.08,9,755.589964
-6.35,45,755.695741
1.41,20,755.743104
