#{"t_start": 1781910059.008159, "env_id": "None"}
r,l,t
-6.6,49,349.178639
1.41,15,349.215125
-6.2,55,349.366154
-1.96,9,349.39225
-6.51,56,350.093167
-6.51,55,350.28225
-2.05,10,350.310496
-5.6,82,350.530112
-5.79,50,350.662321
-6.71,50,350.807349
-6.37,55,350.952257
-5.35,122,351.258267
-6.53,51,351.877804
-6.73,47,351.997854
-5.74,54,352.130877
-2.11,11,352.16632
-6.81,48,352.286707
-6.24,46,352.401768
-6.15,57,352.541173
-5.75,87,352.762037
-6.27,47,352.905412
-1.96,13,352.944604
-1.93,9,352.970821
-6.43,55,353.123561
-6.67,50,353.738652
-1.97,10,353.767795
-5.5,122,354.098273
-1.92,10,354.126586
-6.28,50,354.280868
-2.11,12,354.316868
-2.03,9,354.34516
-6.35,65,354.529721
-6.55,50,354.685801
-1.93,7,354.702996
-1.93,7,354.720841
-6.14,55,354.853679
-6.81,47,354.971179
-1.93,10,354.998028
-1.97,10,355.022959
-2.61,17,355.066339
-5.57,116,355.822545
-2.12,11,355.863874
-5.78,51,356.046373
-1.93,16,356.09852
-6.67,49,356.266179
-6.51,52,356.441113
-6.67,50,356.596821
-1.93,13,356.640783
-1.97,8,356.668852
-1.96,9,356.698082
1.41,25,356.787506
-6.3,57,356.967408
-5.76,69,357.622358
-6.53,54,357.76056
-1.96,12,357.792869
-1.93,11,357.819935
-6.63,48,357.947851
-2.61,18,357.997314
-6.73,47,358.11476
-5.78,61,358.273263
-2.0,10,358.29734
-4.17,98,358.530008
-6.71,51,358.667344
-2.19,9,358.701481
-6.01,68,358.89395
-2.47,12,358.927853
-3.09,16,359.455695
-6.15,73,359.650176
-1.93,6,359.667698
-1.97,10,359.699059
-6.43,50,359.831715
-6.64,44,359.958936
-2.39,15,360.002436
-2.19,11,360.035222
-6.57,50,360.177588
-5.96,60,360.328016
-6.57,50,360.464993
-1.92,16,360.5101
-2.05,9,360.536877
1.88,15,360.571714
1.41,19,360.617607
-6.25,54,360.75314
1.88,17,360.792313
-6.62,49,361.345353
-2.33,13,361.382436
-6.67,48,361.50629
-2.19,12,361.541076
-2.02,13,361.580814
-6.3,48,361.71884
-6.69,48,361.872513
-6.65,48,362.05215
-1.98,8,362.082416
-5.83,52,362.274854
-5.75,86,362.584169
-1.93,7,362.611694
-1.98,5,362.631314
-5.94,59,362.829568
-5.28,103,363.57655
-2.45,14,363.612309
-1.93,7,363.631288
-2.19,11,363.661727
-6.63,47,363.785763
-1.93,7,363.803549
-2.14,9,363.828641
-1.98,11,363.858352
-1.97,10,363.887182
-2.06,19,363.934636
-2.11,11,363.971949
-6.79,50,364.100496
-6.26,48,364.229985
-2.45,9,364.258538
-6.57,49,364.390503
-1.97,10,364.419385
-2.19,10,364.448986
-5.81,51,364.600372
-5.34,88,365.289533
-2.1,10,365.319236
-1.97,10,365.348591
-6.39,53,365.493369
-1.97,10,365.524463
-1.97,9,365.55641
-1.93,6,365.574419
-6.67,48,365.707967
-6.35,53,365.843781
-6.67,49,365.973677
-1.97,9,365.999333
-6.53,53,366.14074
-2.11,6,366.161328
-1.98,9,366.186131
-6.79,47,366.323579
-1.97,10,366.355256
-2.59,19,366.409108
-6.53,52,366.542951
-4.59,70,367.208076
-1.93,6,367.223376
-6.62,51,367.352197
-2.11,7,367.37387
-6.52,49,367.506224
-6.37,49,367.634713
-5.85,53,367.782216
-1.98,6,367.798724
-2.09,10,367.828105
-2.05,15,367.873568
-1.98,12,367.906248
-6.55,52,368.046169
-1.98,12,368.080243
-1.93,7,368.101468
-1.97,8,368.130726
-2.25,13,368.171484
-1.93,11,368.206521
-1.93,7,368.231375
-6.58,51,368.4016
-1.96,13,368.439869
-5.97,65,369.255185
-5.64,75,369.461888
-6.73,51,369.593221
-2.05,9,369.618181
-5.43,90,369.830229
-2.17,11,369.858565
-1.93,11,369.885854
-1.98,9,369.90987
-6.13,68,370.083124
-5.47,73,370.253446
-6.53,57,370.395504
-2.19,11,370.425544
-6.59,52,371.021857
-6.67,49,371.145809
-6.57,50,371.278999
1.88,14,371.31591
-6.62,51,371.457622
-6.81,46,371.587673
-2.05,9,371.613787
-2.31,16,371.658649
1.88,59,371.803988
-1.92,7,371.825687
-1.98,8,371.847559
-6.77,52,372.002827
-6.71,52,372.158224
-2.0,10,372.188016
-2.19,11,372.222309
-6.65,53,372.787605
-2.05,9,372.81144
-2.49,14,372.846984
1.41,18,372.889971
1.88,14,372.922737
-6.65,47,373.037535
1.88,22,373.087603
-2.25,18,373.131337
-2.14,11,373.15967
-1.93,7,373.179331
-5.77,69,373.346331
1.58,18,373.391795
-2.0,10,373.420271
-6.18,61,373.579382
-6.58,51,373.721458
-2.25,14,373.765934
-1.97,9,373.792758
-2.32,13,373.829999
-6.29,58,373.978111
1.88,18,374.024119
-2.25,11,374.06015
1.58,158,375.063566
-6.24,48,375.220359
-1.98,9,375.250615
-6.34,48,375.395645
-5.51,93,375.639424
-2.03,13,375.67639
-1.97,10,375.703282
-1.88,12,375.735546
-6.3,49,375.859293
-6.25,50,375.987322
-2.05,13,376.02063
-1.88,13,376.055207
-2.08,14,376.539445
-1.98,6,376.556317
-6.53,52,376.696137
-6.65,48,376.845126
-1.93,12,376.887734
-1.92,11,376.935868
1.46,51,377.0815
-1.92,11,377.113576
-1.97,11,377.149809
-1.96,12,377.182404
1.88,18,377.226285
-2.11,10,377.253206
-6.74,49,377.392387
-2.07,14,377.430369
1.41,18,377.475596
-6.24,51,377.622028
-6.58,50,377.770218
-6.65,47,377.899842
-2.19,12,377.932397
-1.98,11,377.963356
-6.39,60,378.528779
-5.92,56,378.719499
-2.28,14,378.769074
-1.98,4,378.784816
-4.82,96,379.02461
-1.97,9,379.050504
-6.16,50,379.195024
-6.02,63,379.373836
-1.98,10,379.411797
-1.93,11,379.448086
1.41,31,379.536357
-6.15,51,379.692911
1.41,21,379.757287
-2.11,8,379.782907
-6.71,45,380.389583
-2.26,9,380.415074
-1.97,9,380.442173
-6.51,49,380.584521
-5.85,53,380.748862
-1.96,13,380.79471
-2.05,12,380.837077
-6.76,47,380.994932
-6.51,52,381.162571
-6.65,49,381.330294
1.41,22,381.397632
-2.05,11,381.438771
-2.39,15,381.500851
-1.9,6,381.522246
-2.0,10,381.558722
-1.9,9,381.589869
-6.71,50,381.772441
-1.98,12,381.807536
-6.66,49,381.959112
-2.11,17,382.015987
-1.96,13,382.059069
1.88,17,382.601765
-5.97,64,382.792897
-6.17,51,382.94447
-2.28,13,382.983165
-6.35,49,383.128978
-1.95,9,383.155969
-1.97,9,383.181856
-4.39,87,383.413387
-6.23,54,383.563399
-2.21,16,383.61249
1.46,21,383.669231
-6.67,53,383.822499
-2.05,16,383.864712
-6.55,49,384.000525
-2.33,14,384.487138
-1.93,7,384.510835
1.41,121,384.84171
-1.92,7,384.866088
1.88,14,384.904169
1.41,24,384.972641
-2.67,20,385.033279
-1.98,9,385.06044
-1.97,10,385.091458
-6.35,52,385.239025
-6.35,56,385.385301
1.41,15,385.427311
-1.98,8,385.450023
-1.92,7,385.471931
-5.7,67,385.665094
-5.95,51,385.8093
-5.9,51,386.429908
-6.03,48,386.566195
-1.97,10,386.595259
-4.12,89,386.837295
-2.03,12,386.876362
-2.42,12,386.911973
-6.65,48,387.059899
-1.97,10,387.094107
-1.92,11,387.127493
1.41,24,387.200417
-2.28,10,387.232504
1.88,26,387.301383
-2.17,13,387.347047
-6.64,49,387.524535
-1.97,10,387.557762
-6.37,53,387.739806
-1.98,9,387.77863
-6.39,64,388.526474
-2.25,9,388.556369
-1.97,10,388.585654
-1.98,10,388.617456
-1.88,8,388.644162
-2.03,7,388.669294
-6.51,53,388.849547
-2.05,6,388.872041
-6.85,48,389.043945
-2.47,20,389.101565
-5.65,89,389.338588
-6.1,51,389.483261
1.41,19,389.538549
-2.19,10,389.571446
-6.3,51,389.699877
-2.05,10,389.727591
-1.97,11,389.758055
1.46,25,389.819543
-2.05,12,389.851652
-6.73,46,389.978101
-6.15,53,390.544863
1.88,18,390.587688
-5.89,53,390.728398
-2.39,15,390.778975
-2.12,11,390.81131
-1.96,13,390.847327
-6.65,48,390.984251
-6.35,55,391.130654
-1.97,9,391.159624
-2.0,10,391.187497
-2.35,13,391.230282
-6.53,48,391.381744
-6.25,55,391.528197
-3.44,95,391.782576
-6.22,52,392.409705
-1.98,7,392.430666
-6.29,54,392.560953
-6.65,50,392.691596
-2.17,11,392.723728
-6.71,45,392.871313
-6.44,54,393.033622
-6.25,55,393.214851
-1.98,14,393.257147
-1.97,10,393.286145
-2.05,13,393.325274
-6.71,55,393.514105
-1.97,6,393.538822
-6.23,56,393.732644
-6.11,60,393.955306
-1.93,7,394.545576
-2.09,11,394.592849
1.41,20,394.662238
-6.11,63,394.832347
-6.69,48,394.964739
1.88,19,395.014096
-1.88,8,395.039366
-2.05,15,395.081598
-5.84,63,395.257693
1.88,11,395.287937
-5.91,55,395.442618
-6.29,56,395.587975
-6.74,49,395.714927
-6.65,49,395.858447
-6.14,51,396.471713
-5.97,69,396.668074
-1.98,9,396.693507
-4.77,101,397.018749
-1.98,9,397.047865
-1.98,13,397.087517
-5.65,85,397.317434
-2.11,8,397.343821
-2.11,12,397.382012
-5.86,52,397.523214
-2.31,15,397.569465
1.88,16,397.612616
-6.04,55,397.768464
-2.39,16,397.817946
-1.97,10,397.848701
-6.35,49,398.47103
-2.33,11,398.501668
-1.98,15,398.542779
-5.72,56,398.684846
1.58,18,398.743116
-6.7,46,398.879285
1.88,17,398.921399
-2.81,16,398.967833
-2.05,9,398.994651
-2.02,15,399.03418
-2.03,12,399.072844
-6.35,49,399.205106
-5.95,58,399.350813
-6.53,53,399.497054
-2.19,11,399.531926
-6.44,49,399.669737
-1.88,8,399.696635
-1.93,4,399.713024
-1.98,13,399.762955
1.41,20,399.825861
-6.0,63,400.654647
-1.98,9,400.689675
-6.35,52,400.858162
-1.97,10,400.887288
-6.57,52,401.039949
-2.16,14,401.081573
1.58,158,401.489252
1.88,18,401.53338
-2.31,10,401.560797
-2.12,8,401.582473
-2.05,12,401.616561
-1.96,13,401.653094
-2.03,12,401.688859
1.88,18,401.736232
1.46,19,401.782281
-1.93,6,401.799485
-2.03,13,401.834837
-6.73,48,402.396472
-2.09,13,402.432385
-1.93,12,402.465079
-6.63,52,402.614985
-6.2,53,402.784105
-2.05,13,402.826412
-6.35,48,402.982977
-1.96,13,403.022505
-5.38,69,403.2146
1.41,15,403.258806
-6.29,57,403.41831
-2.05,13,403.458185
-2.11,10,403.486714
-6.81,47,403.627589
-6.28,55,403.777931
-6.35,61,404.405164
-6.17,90,404.642761
-2.33,12,404.677521
-1.93,12,404.711092
-2.18,11,404.741233
-6.46,51,404.890694
-6.73,46,405.013096
-6.67,48,405.131142
-6.32,55,405.266699
-2.11,11,405.297313
-6.65,50,405.441736
1.88,13,405.477073
-5.95,55,405.641578
-2.08,12,405.679291
-1.93,12,405.715922
-2.19,10,406.265057
-5.87,69,406.485275
-1.97,10,406.526199
-1.97,10,406.566712
-1.96,12,406.611911
1.41,31,406.726635
-6.81,48,406.937621
-2.05,9,406.985179
-6.12,53,407.176289
-6.68,49,407.322419
-6.59,57,407.488999
-2.05,9,407.516078
-1.97,10,407.550445
-1.97,10,407.587301
-1.98,14,407.626329
-5.94,63,407.78566
1.41,20,407.834635
1.88,12,407.865206
-1.96,15,407.90317
1.88,35,408.404776
1.41,16,408.446793
-5.75,86,408.673267
-6.65,50,408.840063
-1.96,10,408.867758
1.88,19,408.916563
-6.28,48,409.053418
-2.0,10,409.080245
-1.97,10,409.112895
-5.87,53,409.249542
-6.3,54,409.391351
-6.28,48,409.521357
-2.03,13,409.560571
-2.11,18,409.612941
-6.25,59,410.239305
1.88,23,410.29273
-2.14,13,410.325246
1.41,20,410.375027
1.41,24,410.432784
-6.32,58,410.566431
1.88,18,410.607448
-6.71,46,410.729615
-6.29,57,410.870186
1.41,19,410.916139
-2.25,14,410.952971
-6.6,54,411.079858
-6.57,51,411.211543
-6.3,52,411.35195
-1.97,9,411.377563
-6.37,55,411.984201
-6.59,51,412.135511
-1.93,7,412.157223
-2.26,11,412.189563
-5.69,95,412.433307
-6.32,56,412.603863
-6.15,57,412.766008
-1.93,6,412.786559
-5.27,126,413.192445
-1.97,5,413.21578
1.88,23,413.286616
1.88,113,414.038997
-2.25,13,414.075668
-6.11,63,414.230917
-1.93,7,414.251425
-6.35,59,414.402431
-6.35,53,414.555593
-1.98,8,414.580421
1.88,23,414.661237
-6.37,52,414.805035
-6.71,50,414.963307
-6.43,48,415.09334
1.46,20,415.147763
-6.55,83,415.841502
-1.97,9,415.870239
-2.25,12,415.907139
-2.19,11,415.939925
-6.32,53,416.076988
-2.05,9,416.103755
-6.63,52,416.241641
-6.65,51,416.375522
-6.3,57,416.511915
-2.11,14,416.549977
-6.28,48,416.68593
-1.93,11,416.715486
-1.88,8,416.736513
-1.97,10,416.771171
-2.12,12,416.808752
1.41,19,416.879249
1.41,27,416.96291
-1.96,17,417.014326
-5.57,82,417.701378
-1.93,11,417.734872
-2.39,19,417.787972
1.88,21,417.843242
-6.65,50,417.990987
1.88,18,418.036983
-2.0,14,418.074812
-2.03,13,418.116634
-2.14,17,418.163928
-1.97,8,418.188033
-6.53,48,418.317525
-2.19,10,418.34709
-6.59,51,418.489501
1.88,13,418.527905
-2.19,7,418.549005
-6.3,48,418.684243
-2.03,9,418.72289
-6.65,54,418.892026
-2.03,12,418.932634
-6.35,58,419.089079
-1.97,8,419.116887
-6.35,53,419.808718
-2.11,11,419.84146
-5.71,76,420.058611
-6.73,49,420.192616
1.41,21,420.246362
-5.5,76,420.435421
-6.16,84,420.646277
-6.29,65,420.81803
-2.11,11,420.848552
1.88,19,420.898239
-2.31,9,420.924518
-2.03,11,420.957149
-1.93,12,420.992772
-5.41,93,421.694505
-2.19,16,421.735255
-5.65,96,421.961944
-1.88,8,421.982541
-1.97,10,422.013579
-2.0,14,422.050721
-6.32,52,422.178633
-5.76,58,422.316951
-6.01,64,422.470817
-5.57,85,422.671821
-6.45,52,423.286798
-6.28,47,423.418914
-2.03,13,423.455252
-2.21,17,423.503237
1.88,21,423.557849
-6.13,49,423.692174
-1.97,10,423.724203
1.41,20,423.779706
-2.05,14,423.826928
-5.87,82,424.055286
-5.15,126,424.391204
-5.63,89,424.641016
-6.17,53,425.242429
-6.62,51,425.389476
-1.93,9,425.420171
-4.63,102,425.747682
-6.57,49,425.934258
-6.9,46,426.088837
-2.03,8,426.115727
-2.14,15,426.158814
-6.73,48,426.295716
-1.93,11,426.328801
-5.37,83,426.569787
-2.25,14,426.611356
-6.29,56,427.297613
-1.96,13,427.334844
-6.65,45,427.455173
-6.53,56,427.60325
-1.93,11,427.632857
-6.37,59,427.776708
-6.24,56,427.914728
1.88,14,427.949504
-6.63,52,428.079322
-6.77,52,428.221407
-2.59,18,428.267284
-2.25,13,428.298937
-6.3,49,428.425494
-2.06,16,428.46864
-2.0,8,428.489867
-1.92,11,428.526304
-1.96,13,428.567499
-6.44,58,429.219959
-1.93,8,429.242752
-1.97,10,429.271256
1.41,22,429.327268
-1.93,4,429.340355
-6.69,47,429.47553
-2.39,14,429.52135
-6.24,47,429.658758
-2.39,16,429.701989
-2.03,12,429.737086
-6.81,46,429.872371
-6.21,56,430.01528
-2.05,9,430.046633
-5.83,87,430.282889
-5.49,82,430.47435
-6.73,49,431.017575
-6.14,55,431.149007
-6.74,47,431.268446
-2.05,13,431.306964
-1.98,12,431.344172
-6.81,50,431.50124
-6.67,49,431.664431
-5.66,85,431.949224
-6.65,52,432.129606
-5.21,110,432.922566
1.58,22,432.980663
1.58,25,433.045015
-6.01,62,433.204314
-5.37,121,433.491591
-6.65,48,433.609553
-6.35,50,433.742574
1.88,18,433.784007
-6.65,50,433.920632
-6.01,75,434.097548
-6.3,52,434.722696
-1.93,10,434.751575
-6.65,50,434.888761
-6.65,50,435.022365
-2.63,23,435.085146
-2.11,13,435.127413
-6.43,56,435.284162
-6.11,50,435.427658
-6.6,52,435.568196
-5.89,84,435.790733
-2.05,11,435.822632
-6.43,54,435.971358
-1.97,10,435.997985
-2.0,14,436.035685
-5.6,54,436.595159
-6.73,50,436.74589
-6.82,49,436.918164
1.41,20,436.977455
-1.98,8,437.0018
-2.28,24,437.063598
-1.97,10,437.091893
-6.55,50,437.220958
-5.41,89,437.446042
-1.93,6,437.462488
-6.52,57,437.624229
-1.92,11,437.660038
-2.2,17,437.721309
-6.58,46,437.863611
-2.25,22,437.94049
-6.45,59,438.693963
1.41,21,438.766698
-6.3,61,438.943288
-5.96,58,439.093045
-6.6,51,439.219278
-6.67,52,439.355798
-6.67,49,439.476046
1.88,15,439.512605
-2.16,21,439.564599
-2.33,13,439.601541
-2.05,12,439.636272
-1.98,8,439.657874
-6.64,46,439.774424
-2.0,14,439.808437
-6.58,49,439.945998
-5.55,123,440.710789
-1.98,5,440.725689
-1.93,7,440.745395
-2.05,13,440.781502
-6.74,50,440.928271
-2.05,9,440.955141
-6.57,46,441.078282
-1.98,8,441.100936
-6.67,48,441.228317
-6.73,52,441.361182
-6.51,49,441.49061
1.88,30,441.570281
-6.58,48,441.706387
-1.98,14,441.749481
-6.58,50,442.328587
-1.97,10,442.358703
1.41,15,442.395646
1.41,20,442.442799
-6.44,53,442.577459
-6.29,54,442.70416
-6.65,50,442.830865
-1.97,11,442.860557
-2.18,16,442.90276
1.88,18,442.945155
-6.43,46,443.073066
-5.89,86,443.296716
-2.03,9,443.324064
-6.32,49,443.459661
1.28,157,444.427794
-6.62,49,444.605461
-6.25,74,444.877259
-2.25,12,444.923746
-2.05,9,444.958723
-2.03,13,444.993406
-1.9,6,445.008907
1.41,25,445.06902
-5.81,51,445.203634
-1.92,11,445.232773
-6.11,59,445.378748
-6.23,50,445.501298
1.88,19,445.548273
-6.25,49,446.149441
-5.3,96,446.387229
-2.39,13,446.425785
1.88,18,446.470789
-6.29,61,446.627583
-2.03,11,446.65883
-5.85,61,446.837308
1.88,14,446.891173
-6.79,47,447.060449
-2.19,14,447.106372
-5.3,122,447.421097
-6.62,51,448.001454
-6.38,50,448.128155
-6.73,46,448.238416
-6.36,47,448.352238
-2.11,12,448.382781
-6.71,50,448.511209
-6.62,51,448.637477
-6.65,49,448.769691
-2.05,11,448.80395
-6.32,58,448.961426
1.88,19,449.008703
-1.97,6,449.024789
-5.95,66,449.189085
-6.52,52,449.808323
-2.16,12,449.845332
-1.97,10,449.875568
1.88,14,449.913921
-6.58,53,450.058777
-6.15,70,450.241049
-6.58,53,450.41254
-5.57,87,450.694751
-1.97,10,450.732469
-6.23,55,450.898418
-2.17,12,450.94219
-6.24,56,451.115375
-2.0,9,451.146824
-5.65,89,451.804719
-6.36,44,451.925667
-2.95,20,451.978219
1.41,30,452.052297
1.46,26,452.123023
-1.97,9,452.15348
-6.2,47,452.287379
-6.32,54,452.428567
-6.6,51,452.563013
-2.19,11,452.591649
-2.03,9,452.619167
1.88,18,452.664701
-6.35,54,452.80953
-6.3,44,452.966746
1.88,19,453.01471
-6.21,57,453.613883
1.88,22,453.665568
-6.29,82,453.858316
-2.16,11,453.89169
-6.67,49,454.012987
1.88,23,454.067462
-2.25,11,454.099741
-2.33,12,454.129152
-1.97,10,454.157498
-1.97,9,454.180893
-2.11,12,454.217711
-6.74,46,454.326209
-5.9,54,454.459069
1.41,19,454.503689
-2.19,11,454.535858
-1.96,14,454.578956
-6.33,48,454.748802
-5.27,30,454.843098
-1.92,9,454.875282
-5.65,120,455.700157
-2.03,12,455.733317
-6.53,51,455.871457
-2.19,10,455.901225
-1.88,8,455.92446
-5.08,93,456.161422
1.88,14,456.197696
1.41,15,456.2361
-2.05,11,456.266067
1.88,14,456.30104
-2.03,13,456.336562
-6.74,44,456.456291
-6.14,54,456.606339
-6.59,50,456.755293
-2.11,8,456.782598
-5.06,77,457.62387
-6.79,47,457.767506
-1.92,6,457.785383
-6.01,78,457.988463
-1.98,9,458.015418
-6.57,50,458.15458
-2.39,13,458.192352
-5.37,94,458.435064
-6.03,55,458.578672
-3.94,106,459.334246
-6.35,55,459.466569
1.41,21,459.520134
-6.63,50,459.644324
-5.53,78,459.826022
-2.05,13,459.861728
-2.03,6,459.879192
-5.75,86,460.07876
-6.63,48,460.220678
-6.63,61,460.39263
-6.08,54,460.542895
-6.67,51,461.145063
1.58,16,461.186677
-2.05,13,461.220624
-2.03,13,461.257184
-2.28,12,461.29167
1.88,18,461.337089
-6.44,50,461.482018
-3.57,104,461.749581
-6.61,50,461.89289
-5.44,68,462.082165
-2.19,15,462.136492
-6.36,56,462.282035
-6.43,60,462.425572
-1.98,11,462.884683
-6.67,49,463.022584
-6.2,52,463.199307
-6.73,47,463.3657
-2.11,10,463.401077
-6.3,49,463.57704
-2.39,20,463.642724
-5.38,83,463.885303
-6.6,50,464.024284
-2.19,14,464.062852
-2.03,9,464.088538
-5.94,67,464.27414
-1.98,10,464.302757
-6.62,51,464.935423
-6.49,54,465.081069
-6.73,50,465.210224
-6.29,64,465.362339
-1.92,11,465.389035
-2.14,13,465.424522
-6.43,58,465.573136
-5.67,119,465.855374
-6.73,48,465.982001
-5.05,116,466.757241
-6.04,56,466.935512
1.58,158,467.36419
-2.11,12,467.400511
-6.33,49,467.556312
-6.37,52,467.708657
1.41,25,467.773844
-5.53,61,467.929815
1.58,18,467.972688
-6.59,53,468.098989
-6.09,64,468.668448
-6.55,49,468.830064
-6.56,48,468.965919
-6.51,49,469.139511
-1.97,9,469.170581
1.88,19,469.228704
-2.53,14,469.2776
1.88,23,469.346361
-2.28,11,469.383766
-2.17,15,469.440115
-6.73,44,469.604423
-6.25,58,469.797788
-1.93,7,469.823956
-2.42,20,469.892641
-6.71,49,470.070076
-2.11,10,470.109518
-1.92,6,470.129158
-6.36,49,470.749133
-2.25,12,470.784144
-1.93,5,470.799399
-5.7,88,471.01071
-1.92,11,471.039546
-5.8,56,471.174285
-6.5,53,471.31131
-1.97,9,471.336305
-1.97,10,471.364756
-1.98,13,471.398659
-6.11,54,471.529472
-6.17,52,471.656032
-1.96,14,471.691782
-2.11,12,471.725511
-1.93,12,471.757513
-2.4,15,471.794332
-6.58,49,471.928657
1.41,18,472.447272
-5.27,91,472.682954
-1.98,9,472.71006
-5.87,54,472.852599
1.88,23,472.912977
1.41,21,472.967089
-2.25,18,473.01778
-6.76,48,473.146361
-2.21,18,473.194485
-6.63,50,473.336215
-1.97,9,473.36387
-6.73,48,473.496912
-6.37,54,473.638709
-6.65,51,473.769716
-2.14,13,473.801361
-6.91,48,474.352673
-6.59,53,474.482881
-6.61,48,474.625071
-6.01,62,474.807552
1.88,18,474.854614
-6.59,47,474.982786
-6.65,49,475.122035
-2.25,16,475.171152
-2.05,9,475.19938
-6.67,51,475.350249
-6.46,60,475.541648
-1.97,10,475.577811
-1.93,6,475.595392
-6.09,60,476.370409
-6.11,78,476.590881
-2.42,17,476.639334
-6.81,46,476.773452
-2.05,10,476.80407
-5.6,54,476.959026
-2.61,18,477.021445
-2.05,13,477.057619
-6.38,50,477.203275
-1.98,13,477.237342
-4.59,85,477.440414
1.41,15,477.476596
-6.35,51,477.602746
-5.75,87,478.310692
-6.76,48,478.444981
1.88,19,478.492607
-2.59,18,478.543324
-6.35,53,478.682431
-1.98,14,478.7209
-2.42,15,478.780025
-2.11,11,478.817245
-2.05,13,478.860766
-6.2,55,479.014419
1.88,18,479.060277
-6.76,47,479.186659
-6.67,50,479.321701
1.88,25,479.38709
-2.05,9,479.412705
-1.97,10,479.441009
-6.7,45,479.561005
-1.93,11,479.590044
-1.97,6,480.020895
-6.62,51,480.142343
1.88,26,480.202624
-6.18,56,480.339901
-2.19,10,480.36749
-1.98,11,480.394988
-6.73,50,480.520433
-2.17,15,480.563025
-1.93,7,480.583225
-5.92,75,480.780884
-2.09,15,480.824253
-6.55,57,480.974883
-6.81,45,481.102885
-1.98,10,481.130767
-6.83,45,481.253987
-6.21,58,481.915154
-1.96,12,481.955319
-4.88,81,482.235083
-2.03,13,482.281341
-2.25,14,482.332055
-5.95,91,482.611284
-6.55,49,482.759795
-1.97,9,482.78455
-2.19,11,482.813604
-6.04,58,482.960464
-6.59,51,483.089283
-6.99,47,483.214996
-1.93,11,483.24387
-2.14,14,483.27961
-6.67,51,483.883875
-5.9,52,484.01743
-1.97,10,484.047796
-6.64,48,484.187199
1.88,14,484.225125
-6.14,50,484.354142
1.88,19,484.40407
-6.29,57,484.55266
-2.0,14,484.596989
-2.19,11,484.632607
-2.19,10,484.672965
-6.65,48,484.828579
-6.75,44,484.960558
-6.43,51,485.094539
1.41,18,485.143102
-5.51,114,485.864899
-6.67,48,485.990025
-6.2,55,486.128814
-6.48,52,486.273297
-6.3,53,486.412743
-1.93,11,486.443182
-2.05,13,486.482402
-6.29,58,486.63717
-1.92,11,486.665899
-6.41,46,486.809288
-6.46,55,487.003779
-2.05,9,487.036673
-6.65,48,487.637219
-5.64,67,487.81268
-6.63,53,487.9763
-2.56,15,488.025631
-5.77,87,488.283685
-6.74,47,488.441748
-6.37,54,488.60439
-5.75,86,488.882265
1.88,21,488.944337
-6.11,59,489.09159
-2.19,11,489.591021
-6.73,51,489.730437
-6.67,50,489.862631
-2.19,11,489.896419
1.88,27,489.967709
-2.53,20,490.02087
1.88,13,490.055231
-6.43,49,490.194751
1.88,22,490.253275
-2.08,10,490.284178
1.88,23,490.345656
-1.97,7,490.369394
-1.93,11,490.39861
1.41,25,490.462699
-6.65,53,490.615632
-6.32,49,490.746681
-5.62,57,490.902171
1.88,17,490.9555
-5.38,71,491.550894
-1.97,10,491.577805
-6.67,54,491.708744
-6.76,48,491.832328
-6.7,46,491.95296
-1.97,9,491.978996
-1.93,6,491.997896
-6.65,48,492.128207
1.58,158,492.524643
-6.42,55,492.670223
-6.37,59,493.295326
-1.93,6,493.313555
-2.03,12,493.347857
-1.98,9,493.374944
-1.98,16,493.41678
-6.67,49,493.543401
-2.19,11,493.573359
-2.39,14,493.615413
-5.83,86,493.835788
-2.17,14,493.874675
-1.93,10,493.901615
-1.93,6,493.917772
1.88,16,493.956018
-6.46,51,494.082963
-2.17,14,494.120398
-2.53,15,494.162409
-1.93,12,494.19354
-1.96,10,494.222584
1.46,22,494.280305
-6.74,47,494.424063
-2.0,10,494.450918
1.88,21,494.508884
1.88,15,494.553149
1.41,21,495.211337
-6.81,47,495.356809
-2.17,11,495.391558
-2.11,12,495.427214
-5.44,93,495.670342
-2.03,13,495.716178
-6.39,52,495.866652
-2.11,11,495.902655
-6.63,51,496.059852
-1.96,12,496.096333
-6.25,53,496.236715
-2.05,8,496.258542
-1.97,8,496.280883
-6.73,49,496.411586
-1.98,14,496.453969
-6.32,59,496.606299
-1.97,12,497.132574
1.25,15,497.174373
-1.97,11,497.202915
-1.92,11,497.235627
-6.71,54,497.378955
-2.05,13,497.416154
-5.96,70,497.586334
-6.32,61,497.732809
-6.65,48,497.863221
-6.6,52,498.003092
-6.25,75,498.198771
-1.97,14,498.240483
-2.05,13,498.278297
1.88,17,498.324818
-2.03,9,498.353662
-5.55,87,499.079607
-6.62,52,499.223953
-2.05,12,499.260322
-2.05,9,499.286715
-2.14,13,499.323943
-6.37,51,499.454713
-6.81,51,499.589381
-2.03,13,499.626904
-2.03,13,499.664548
-2.03,8,499.688221
-6.13,48,499.818309
-6.6,50,499.947557
-2.19,11,499.974854
-2.42,17,500.017532
-1.97,13,500.049718
-1.97,9,500.07434
1.88,20,500.120131
-6.71,48,500.241554
-4.67,90,501.000237
-2.45,13,501.058511
-2.19,10,501.100486
-6.63,48,501.276017
-6.0,56,501.475823
-6.81,49,501.656116
-6.58,51,501.804766
-2.11,12,501.844594
-6.63,54,502.013143
-6.01,118,502.326149
1.41,15,502.36555
-1.97,10,502.393973
